DayOfWeek,TimeOfDay,Season,CustomerZipCode,StoreZipCode,OrderedQty,ItemID,ShippingOption,HasDiscount,IsPeakSeason,IsWeekend,Distance,Inventory,FulfillmentSuccess
Sat,Night,Summer,58256,21230,42,Item4,Standard,TRUE,FALSE,TRUE,1189.049397,23,0
Sat,Morning,Fall,19133,99732,49,Item2,Expedited,FALSE,TRUE,TRUE,3091.906407,24,0
Sat,Morning,Spring,99504,35651,42,Item3,Expedited,FALSE,FALSE,FALSE,3248.547927,87,0
Sat,Morning,Fall,12808,59074,39,Item2,Overnight,TRUE,FALSE,FALSE,1728.554919,64,0
Tue,Afternoon,Winter,15622,42712,16,Item2,Overnight,FALSE,TRUE,TRUE,405.6692446,99,1
Sat,Evening,Fall,45159,66959,33,Item4,Expedited,TRUE,TRUE,TRUE,736.6801278,44,1
Tue,Afternoon,Spring,66030,45219,49,Item3,Overnight,TRUE,FALSE,TRUE,559.9432093,97,0
Sat,Night,Winter,21542,33407,21,Item2,Expedited,FALSE,FALSE,TRUE,888.4659008,30,0
Fri,Afternoon,Fall,78605,69026,9,Item4,Standard,FALSE,TRUE,FALSE,652.0721234,48,0
Sun,Morning,Spring,27370,60441,6,Item1,Expedited,TRUE,FALSE,TRUE,589.3415826,53,0
Sat,Afternoon,Spring,50658,6026,45,Item1,Standard,TRUE,FALSE,TRUE,1008.693395,33,0
Wed,Morning,Summer,52732,20191,35,Item2,Overnight,FALSE,TRUE,TRUE,707.5166139,43,0
Sat,Evening,Fall,38487,64640,39,Item2,Standard,FALSE,FALSE,FALSE,465.8574533,78,1
Sat,Afternoon,Winter,54643,43533,22,Item2,Expedited,FALSE,FALSE,TRUE,373.2216883,58,1
Fri,Afternoon,Summer,74578,85233,41,Item4,Overnight,TRUE,TRUE,FALSE,945.9082166,45,1
Thu,Afternoon,Fall,42566,64052,5,Item4,Overnight,TRUE,TRUE,FALSE,538.9820163,62,0
Fri,Morning,Fall,32323,61006,42,Item3,Expedited,TRUE,FALSE,FALSE,865.1133553,55,1
Wed,Morning,Winter,46268,94930,23,Item1,Overnight,TRUE,TRUE,TRUE,1944.8525,58,0
Thu,Afternoon,Summer,20692,53059,17,Item2,Expedited,TRUE,FALSE,FALSE,720.0638025,80,1
Mon,Afternoon,Summer,71426,68822,12,Item2,Standard,TRUE,FALSE,FALSE,763.8462773,35,0
Mon,Evening,Winter,12082,81121,23,Item4,Standard,FALSE,TRUE,FALSE,1829.901224,78,1
Wed,Evening,Summer,61875,56584,16,Item4,Overnight,FALSE,FALSE,TRUE,627.3114784,25,0
Fri,Night,Spring,7750,81501,3,Item3,Expedited,FALSE,FALSE,FALSE,1826.192073,75,1
Tue,Evening,Winter,27837,65590,30,Item1,Expedited,FALSE,FALSE,FALSE,883.7984763,27,1
Wed,Evening,Fall,98257,84302,22,Item2,Standard,TRUE,TRUE,TRUE,694.2733553,46,0
Sun,Evening,Winter,58429,34744,9,Item4,Standard,FALSE,FALSE,FALSE,1587.678638,90,0
Thu,Morning,Spring,71209,89512,29,Item1,Overnight,TRUE,FALSE,FALSE,1614.760685,46,1
Thu,Evening,Winter,98824,94085,47,Item3,Expedited,TRUE,FALSE,FALSE,677.2703043,65,1
Sat,Evening,Fall,37082,58571,37,Item1,Overnight,FALSE,FALSE,TRUE,1064.653867,60,1
Mon,Afternoon,Fall,93204,51551,23,Item2,Overnight,FALSE,TRUE,TRUE,1364.356289,98,1
Thu,Morning,Winter,51246,29474,13,Item4,Overnight,TRUE,FALSE,FALSE,1113.962979,44,1
Wed,Night,Winter,91605,54762,32,Item2,Expedited,FALSE,TRUE,TRUE,1585.942284,37,0
Thu,Night,Spring,30628,96791,46,Item1,Standard,TRUE,FALSE,TRUE,4561.109736,31,0
Wed,Evening,Spring,31047,8854,47,Item4,Expedited,FALSE,TRUE,FALSE,752.1982063,70,0
Tue,Night,Fall,28657,66412,48,Item3,Expedited,FALSE,TRUE,FALSE,849.71115,58,0
Sat,Night,Summer,70782,32617,23,Item3,Expedited,TRUE,FALSE,FALSE,574.9536922,29,0
Mon,Night,Summer,54982,670,45,Item4,Overnight,FALSE,FALSE,FALSE,2202.179277,93,0
Thu,Evening,Summer,55342,25826,17,Item3,Overnight,TRUE,FALSE,FALSE,851.2403777,96,0
Wed,Night,Summer,56173,73540,40,Item3,Expedited,TRUE,TRUE,FALSE,637.2940654,73,0
Fri,Evening,Fall,85741,50421,21,Item4,Overnight,FALSE,FALSE,FALSE,1193.638241,48,0
Mon,Afternoon,Summer,49228,75440,2,Item2,Overnight,TRUE,TRUE,TRUE,895.3966142,60,0
Tue,Afternoon,Summer,62677,61013,37,Item1,Standard,FALSE,FALSE,FALSE,174.7026473,28,0
Wed,Night,Winter,28516,75785,6,Item2,Expedited,FALSE,TRUE,FALSE,1090.407207,82,0
Sun,Afternoon,Summer,15314,54757,44,Item1,Expedited,FALSE,FALSE,TRUE,680.4645128,96,1
Sun,Evening,Winter,4043,13660,18,Item1,Overnight,FALSE,FALSE,FALSE,246.5875884,56,1
Sat,Afternoon,Fall,14504,15366,30,Item4,Expedited,TRUE,FALSE,FALSE,240.0939853,33,1
Sat,Night,Winter,39326,49056,22,Item3,Expedited,TRUE,TRUE,FALSE,691.680058,92,0
Tue,Evening,Spring,31054,77428,33,Item3,Expedited,FALSE,FALSE,FALSE,820.540952,91,0
Tue,Morning,Winter,11954,82836,30,Item1,Expedited,FALSE,TRUE,FALSE,1804.81781,58,0
Sat,Evening,Summer,5776,77048,17,Item1,Overnight,TRUE,FALSE,FALSE,1539.47066,59,0
Thu,Afternoon,Winter,39501,37774,43,Item4,Standard,TRUE,TRUE,TRUE,459.9938888,73,0
Thu,Morning,Winter,97202,70087,32,Item1,Overnight,FALSE,TRUE,TRUE,2043.908007,22,0
Wed,Evening,Fall,2129,69346,42,Item2,Standard,FALSE,FALSE,TRUE,1655.886433,74,1
Fri,Morning,Fall,46501,95133,14,Item1,Expedited,FALSE,TRUE,TRUE,1907.798529,52,1
Wed,Morning,Summer,49749,38543,10,Item2,Expedited,FALSE,TRUE,FALSE,624.9812561,90,1
Fri,Morning,Spring,51101,49083,47,Item4,Expedited,TRUE,FALSE,TRUE,556.8704198,38,1
Tue,Evening,Spring,48367,24077,36,Item1,Expedited,FALSE,TRUE,FALSE,415.1081233,53,0
Mon,Afternoon,Winter,60060,95488,34,Item3,Expedited,FALSE,FALSE,FALSE,1856.378686,97,0
Wed,Evening,Spring,36322,67204,9,Item4,Expedited,FALSE,FALSE,TRUE,799.1508412,69,0
Wed,Afternoon,Fall,62962,43009,42,Item1,Expedited,TRUE,FALSE,TRUE,374.1038278,66,0
Fri,Evening,Summer,2125,72469,28,Item1,Standard,FALSE,TRUE,FALSE,1166.116346,65,1
Tue,Evening,Summer,2043,29437,11,Item2,Overnight,TRUE,TRUE,FALSE,814.1953853,75,1
Tue,Evening,Fall,14091,55601,14,Item1,Expedited,FALSE,TRUE,TRUE,689.7932007,76,1
Sun,Afternoon,Summer,40372,76862,39,Item2,Expedited,FALSE,FALSE,FALSE,952.2343005,70,1
Fri,Evening,Winter,23156,58214,47,Item2,Expedited,TRUE,TRUE,FALSE,1269.22451,73,0
Tue,Morning,Summer,53205,85721,19,Item3,Standard,FALSE,FALSE,FALSE,1456.242953,47,0
Sat,Evening,Spring,62634,44707,15,Item3,Expedited,FALSE,TRUE,FALSE,429.1065973,38,1
Thu,Morning,Summer,28623,41731,28,Item3,Overnight,TRUE,FALSE,FALSE,123.2451607,46,1
Sun,Night,Summer,54229,50845,24,Item4,Standard,TRUE,TRUE,FALSE,420.2656604,67,1
Sat,Night,Fall,85120,11964,8,Item3,Standard,TRUE,TRUE,TRUE,2202.182333,38,0
Mon,Afternoon,Fall,45232,56657,43,Item2,Expedited,TRUE,FALSE,FALSE,736.5780519,70,0
Wed,Afternoon,Spring,25114,69127,9,Item1,Standard,FALSE,TRUE,FALSE,1089.57056,26,0
Sun,Night,Fall,30441,43512,47,Item2,Expedited,FALSE,TRUE,TRUE,597.5754643,48,0
Mon,Evening,Spring,75856,65652,33,Item3,Overnight,TRUE,FALSE,FALSE,430.826058,62,1
Wed,Evening,Winter,6787,13659,33,Item1,Overnight,FALSE,FALSE,FALSE,200.8397717,88,1
Thu,Evening,Spring,4944,35149,19,Item2,Standard,FALSE,TRUE,TRUE,1185.367277,77,0
Tue,Night,Summer,8312,33920,3,Item1,Standard,FALSE,TRUE,TRUE,969.4932351,27,0
Sat,Morning,Spring,58523,6059,10,Item2,Expedited,FALSE,FALSE,TRUE,1459.403472,61,1
Fri,Afternoon,Winter,56360,49306,40,Item1,Standard,FALSE,TRUE,FALSE,508.6562091,95,0
Sat,Morning,Summer,69212,10452,47,Item1,Overnight,FALSE,TRUE,FALSE,1383.169509,61,0
Thu,Night,Spring,33169,23056,42,Item3,Standard,FALSE,TRUE,TRUE,823.3764062,32,0
Mon,Morning,Fall,6410,82832,1,Item4,Overnight,TRUE,FALSE,FALSE,1708.514713,45,0
Fri,Evening,Fall,55112,80435,29,Item3,Expedited,FALSE,TRUE,FALSE,750.4516829,37,0
Tue,Evening,Fall,53715,15692,34,Item1,Overnight,TRUE,TRUE,TRUE,534.9848739,61,1
Thu,Morning,Spring,65243,48160,13,Item1,Standard,FALSE,FALSE,TRUE,493.3948654,70,1
Fri,Night,Spring,56336,51556,1,Item3,Overnight,FALSE,FALSE,TRUE,296.121196,35,1
Thu,Morning,Winter,56352,52146,34,Item2,Overnight,TRUE,FALSE,TRUE,245.9425552,22,0
Thu,Evening,Summer,4616,57540,29,Item1,Standard,TRUE,TRUE,TRUE,1522.339095,98,1
Tue,Evening,Summer,54627,62325,48,Item2,Expedited,TRUE,TRUE,TRUE,284.1897109,64,0
Sun,Night,Summer,42164,30582,47,Item3,Overnight,TRUE,FALSE,TRUE,179.2042856,41,0
Wed,Morning,Summer,72227,54013,13,Item4,Standard,TRUE,FALSE,FALSE,711.4240911,42,0
Fri,Evening,Spring,78741,38913,48,Item4,Overnight,TRUE,FALSE,FALSE,556.5393318,78,0
Tue,Evening,Spring,61258,59916,49,Item1,Overnight,FALSE,TRUE,FALSE,1245.697741,81,0
Thu,Morning,Winter,24563,41815,29,Item2,Overnight,FALSE,FALSE,FALSE,194.1521631,87,1
Tue,Morning,Summer,65548,81656,39,Item3,Expedited,TRUE,FALSE,TRUE,832.5357297,73,1
Sun,Afternoon,Spring,93280,83834,24,Item1,Overnight,FALSE,TRUE,TRUE,794.8093478,76,0
Wed,Night,Spring,79353,43231,26,Item4,Standard,TRUE,TRUE,FALSE,1164.994278,42,1
Sat,Night,Spring,81122,48243,17,Item4,Standard,TRUE,FALSE,TRUE,1337.553001,79,0
Fri,Morning,Spring,93101,22901,7,Item2,Overnight,TRUE,FALSE,TRUE,2286.563725,92,0
Wed,Night,Summer,13760,39160,13,Item1,Expedited,TRUE,FALSE,TRUE,976.4131223,74,0
Mon,Evening,Summer,32420,66097,5,Item2,Standard,FALSE,FALSE,FALSE,818.2829932,99,0
Fri,Morning,Spring,25403,76135,26,Item2,Expedited,TRUE,FALSE,FALSE,1174.684772,82,1
Wed,Morning,Fall,75966,18644,49,Item1,Expedited,FALSE,FALSE,FALSE,1227.540801,75,1
Thu,Morning,Winter,67566,46171,3,Item3,Standard,FALSE,FALSE,FALSE,609.0393128,74,1
Fri,Afternoon,Summer,48651,28743,7,Item4,Standard,FALSE,TRUE,TRUE,589.8478754,44,0
Fri,Night,Summer,44844,18086,49,Item1,Expedited,FALSE,TRUE,TRUE,402.8722586,45,0
Tue,Afternoon,Fall,25107,6390,39,Item4,Overnight,TRUE,FALSE,FALSE,553.6754981,68,0
Thu,Evening,Summer,40142,53948,1,Item3,Expedited,TRUE,FALSE,FALSE,453.3105358,82,1
Mon,Night,Fall,4626,44503,49,Item4,Standard,TRUE,TRUE,TRUE,721.8902759,64,0
Sat,Afternoon,Fall,98582,35750,17,Item4,Expedited,FALSE,FALSE,FALSE,2025.157377,92,0
Sun,Morning,Spring,13813,55116,43,Item2,Standard,TRUE,TRUE,FALSE,900.4422463,98,0
Wed,Afternoon,Summer,19087,80443,25,Item2,Overnight,TRUE,TRUE,FALSE,1624.777528,58,0
Tue,Morning,Winter,92701,92399,3,Item2,Overnight,TRUE,FALSE,FALSE,53.08183585,84,1
Wed,Afternoon,Fall,38505,84660,15,Item3,Overnight,TRUE,FALSE,TRUE,1427.970787,88,1
Mon,Afternoon,Winter,64649,35575,29,Item2,Overnight,TRUE,FALSE,FALSE,534.3075964,75,1
Mon,Afternoon,Spring,24854,38626,43,Item4,Overnight,FALSE,TRUE,FALSE,541.5906017,28,1
Fri,Morning,Summer,2127,83112,32,Item4,Standard,FALSE,FALSE,TRUE,2005.977275,89,0
Sun,Afternoon,Spring,90274,43359,26,Item4,Expedited,TRUE,FALSE,TRUE,1964.544695,47,0
Mon,Night,Spring,1583,95632,16,Item1,Overnight,FALSE,FALSE,TRUE,2582.914844,64,0
Wed,Night,Winter,72425,24347,25,Item4,Standard,FALSE,TRUE,TRUE,561.2558963,45,1
Thu,Night,Winter,45653,55416,28,Item2,Expedited,FALSE,TRUE,TRUE,682.4860092,47,0
Thu,Morning,Fall,5077,86033,9,Item3,Expedited,FALSE,TRUE,TRUE,2032.172645,59,0
Fri,Morning,Summer,78230,67501,1,Item3,Overnight,TRUE,TRUE,TRUE,583.4530022,34,0
Sat,Night,Spring,20733,84007,29,Item4,Overnight,FALSE,FALSE,TRUE,1785.077407,25,0
Wed,Night,Fall,25007,7631,22,Item4,Expedited,FALSE,FALSE,TRUE,450.5250277,46,1
Wed,Night,Fall,80802,15674,16,Item1,Expedited,FALSE,TRUE,TRUE,1207.598925,57,0
Mon,Evening,Spring,29054,66967,41,Item4,Standard,FALSE,FALSE,FALSE,1041.544815,87,1
Sun,Night,Spring,17945,12941,44,Item4,Overnight,TRUE,FALSE,TRUE,281.0010386,94,1
Wed,Afternoon,Fall,66105,77077,41,Item4,Expedited,FALSE,TRUE,TRUE,646.8686792,83,0
Tue,Evening,Spring,75155,76908,7,Item1,Expedited,TRUE,TRUE,TRUE,237.1436662,49,1
Sat,Evening,Spring,17086,37090,14,Item3,Overnight,TRUE,TRUE,FALSE,587.4406158,22,0
Mon,Morning,Winter,7470,5439,29,Item4,Standard,FALSE,TRUE,TRUE,250.9924887,81,1
Tue,Afternoon,Summer,93741,17813,19,Item3,Standard,TRUE,TRUE,TRUE,2288.146678,31,0
Fri,Morning,Fall,16156,60659,19,Item1,Overnight,TRUE,TRUE,FALSE,391.6638279,49,1
Thu,Morning,Spring,21722,92282,2,Item1,Standard,TRUE,TRUE,TRUE,2160.352187,57,0
Fri,Afternoon,Fall,83612,20148,41,Item4,Standard,TRUE,TRUE,TRUE,2023.809923,79,0
Thu,Morning,Summer,92364,95521,45,Item1,Standard,TRUE,FALSE,FALSE,601.5398029,57,1
Fri,Afternoon,Fall,78850,58219,15,Item1,Expedited,FALSE,TRUE,TRUE,1263.24526,34,0
Wed,Afternoon,Fall,80015,48831,3,Item3,Expedited,TRUE,FALSE,TRUE,1082.118315,37,0
Tue,Morning,Fall,53022,76309,11,Item2,Standard,FALSE,TRUE,TRUE,854.5170802,71,0
Thu,Night,Winter,63839,85140,46,Item3,Overnight,FALSE,TRUE,TRUE,1243.830948,48,1
Mon,Morning,Summer,28431,25529,30,Item4,Overnight,FALSE,TRUE,TRUE,312.7088068,79,1
Tue,Evening,Summer,23140,61379,40,Item1,Overnight,FALSE,TRUE,TRUE,722.4747044,40,0
Mon,Morning,Fall,54827,18035,18,Item4,Standard,FALSE,TRUE,TRUE,878.8630918,36,0
Tue,Afternoon,Fall,56081,86314,48,Item3,Overnight,FALSE,TRUE,FALSE,1142.973381,37,1
Tue,Evening,Summer,43204,83847,2,Item1,Expedited,FALSE,FALSE,FALSE,1736.463504,76,0
Fri,Afternoon,Spring,80649,35643,32,Item4,Overnight,FALSE,TRUE,TRUE,1007.249462,56,0
Thu,Night,Winter,76487,62280,8,Item4,Overnight,FALSE,TRUE,TRUE,570.9774465,79,0
Thu,Night,Summer,35173,1077,22,Item3,Expedited,TRUE,FALSE,TRUE,947.3042631,57,0
Sun,Evening,Fall,98853,78802,6,Item4,Expedited,TRUE,FALSE,TRUE,1632.907128,31,0
Tue,Night,Spring,55410,59715,12,Item1,Standard,FALSE,TRUE,FALSE,854.1590819,94,0
Wed,Night,Spring,62375,61254,47,Item4,Standard,FALSE,FALSE,TRUE,108.1341348,92,0
Wed,Morning,Spring,19554,8641,40,Item1,Standard,TRUE,FALSE,FALSE,86.62183823,20,0
Mon,Morning,Winter,43358,41091,36,Item4,Standard,FALSE,TRUE,FALSE,121.7178573,77,1
Mon,Night,Winter,29102,81527,15,Item3,Standard,FALSE,FALSE,FALSE,1610.685527,22,0
Fri,Night,Summer,76253,27849,28,Item1,Expedited,TRUE,FALSE,TRUE,1149.627476,82,1
Tue,Morning,Summer,45044,64119,49,Item4,Expedited,FALSE,TRUE,TRUE,541.4387857,40,0
Mon,Night,Summer,42320,28356,45,Item2,Expedited,TRUE,TRUE,TRUE,472.7984806,42,0
Mon,Night,Summer,48195,83804,18,Item1,Overnight,FALSE,FALSE,FALSE,1679.116572,28,0
Sat,Afternoon,Fall,80904,49337,2,Item1,Overnight,FALSE,FALSE,TRUE,1042.085725,74,0
Tue,Night,Winter,97224,53195,13,Item1,Overnight,FALSE,FALSE,TRUE,1703.586681,38,0
Fri,Evening,Spring,76874,14468,45,Item2,Standard,FALSE,FALSE,TRUE,1509.271066,81,0
Mon,Afternoon,Fall,54914,78163,15,Item3,Overnight,FALSE,FALSE,TRUE,1139.722121,58,0
Fri,Evening,Summer,54465,49452,20,Item4,Standard,TRUE,TRUE,TRUE,183.353825,95,1
Thu,Night,Summer,62672,70546,29,Item2,Standard,FALSE,FALSE,TRUE,650.8548179,46,1
Fri,Morning,Fall,42022,97394,42,Item4,Standard,FALSE,FALSE,FALSE,1884.446756,65,1
Wed,Afternoon,Spring,47340,1229,29,Item2,Standard,TRUE,FALSE,FALSE,628.196996,53,1
Wed,Morning,Winter,57246,14590,3,Item2,Overnight,FALSE,TRUE,TRUE,988.1841023,52,0
Fri,Afternoon,Winter,97038,37312,19,Item4,Expedited,FALSE,TRUE,FALSE,2079.814812,69,0
Wed,Morning,Spring,54901,80751,3,Item4,Standard,FALSE,FALSE,FALSE,785.4028726,39,1
Thu,Afternoon,Winter,92179,49435,14,Item4,Overnight,TRUE,TRUE,TRUE,1829.647489,59,0
Tue,Afternoon,Summer,57046,33850,40,Item3,Standard,TRUE,TRUE,TRUE,1342.469486,77,1
Wed,Evening,Summer,67150,97402,4,Item1,Standard,FALSE,FALSE,FALSE,1393.162144,50,0
Wed,Morning,Summer,92385,89012,11,Item2,Expedited,FALSE,TRUE,FALSE,175.1565379,57,1
Fri,Evening,Summer,56378,2452,31,Item1,Standard,TRUE,FALSE,FALSE,1196.448566,64,0
Thu,Evening,Spring,73442,6390,43,Item4,Expedited,FALSE,FALSE,FALSE,1475.871188,60,0
Sun,Morning,Winter,66942,6226,32,Item4,Overnight,TRUE,FALSE,FALSE,1350.721597,28,0
Sun,Afternoon,Winter,12486,71227,27,Item2,Standard,FALSE,TRUE,FALSE,1195.946942,28,0
Sun,Evening,Fall,25870,71333,30,Item2,Expedited,TRUE,FALSE,FALSE,766.3334958,82,0
Sun,Morning,Spring,94018,24527,43,Item2,Standard,TRUE,FALSE,FALSE,2353.840988,98,0
Tue,Afternoon,Winter,8324,54234,2,Item2,Standard,FALSE,FALSE,FALSE,741.8489665,96,0
Fri,Evening,Winter,99925,49733,49,Item2,Standard,TRUE,TRUE,TRUE,2206.493167,41,0
Fri,Evening,Fall,49925,2746,9,Item4,Expedited,FALSE,FALSE,FALSE,971.281985,35,0
Sat,Evening,Summer,58849,71070,28,Item2,Overnight,TRUE,FALSE,FALSE,1239.117234,51,0
Thu,Afternoon,Winter,27043,1776,31,Item3,Expedited,FALSE,TRUE,TRUE,636.9243235,85,0
Sun,Evening,Summer,98531,34950,34,Item1,Overnight,TRUE,FALSE,FALSE,2652.932864,33,0
Tue,Afternoon,Fall,51030,1034,15,Item1,Expedited,FALSE,TRUE,TRUE,1183.503625,57,1
Thu,Night,Winter,72523,83871,48,Item3,Expedited,TRUE,FALSE,FALSE,1494.0259,27,0
Sun,Evening,Summer,88427,47639,25,Item2,Overnight,TRUE,TRUE,FALSE,927.7424506,40,1
Tue,Night,Spring,43021,7733,36,Item4,Overnight,FALSE,TRUE,TRUE,458.8105406,75,1
Thu,Morning,Summer,22731,76870,8,Item4,Overnight,FALSE,FALSE,TRUE,1234.283372,65,0
Fri,Evening,Summer,54307,39079,9,Item3,Expedited,TRUE,TRUE,FALSE,802.8296373,62,0
Fri,Morning,Summer,59218,73127,37,Item3,Overnight,TRUE,FALSE,TRUE,939.6722533,65,0
Mon,Morning,Summer,60171,19934,48,Item3,Standard,FALSE,FALSE,FALSE,669.5875156,67,0
Wed,Morning,Spring,28344,54025,45,Item1,Standard,TRUE,TRUE,FALSE,1009.663757,89,1
Sun,Night,Fall,6787,65682,39,Item3,Standard,FALSE,FALSE,TRUE,1147.041253,50,1
Sat,Afternoon,Summer,12472,25904,32,Item4,Standard,FALSE,FALSE,TRUE,467.0942117,52,0
Thu,Night,Summer,27612,99640,17,Item2,Overnight,FALSE,FALSE,TRUE,3662.913365,63,0
Sat,Night,Winter,13322,71269,35,Item4,Overnight,FALSE,FALSE,FALSE,1157.412592,90,1
Mon,Morning,Winter,91125,15958,37,Item3,Standard,FALSE,FALSE,FALSE,2188.549177,27,1
Wed,Evening,Spring,70005,48193,19,Item4,Overnight,FALSE,TRUE,TRUE,924.2107944,92,0
Thu,Afternoon,Spring,60950,82901,44,Item1,Standard,TRUE,FALSE,TRUE,1093.577163,21,0
Tue,Morning,Spring,40913,52594,29,Item4,Expedited,FALSE,TRUE,FALSE,557.647389,36,0
Sun,Afternoon,Winter,63732,14056,7,Item1,Overnight,TRUE,FALSE,TRUE,700.5475532,71,0
Wed,Night,Summer,54162,48871,28,Item2,Expedited,FALSE,FALSE,FALSE,207.0837596,64,1
Fri,Afternoon,Winter,10463,13126,9,Item3,Overnight,FALSE,TRUE,FALSE,219.3655277,56,1
Mon,Afternoon,Fall,33744,64467,28,Item2,Overnight,TRUE,FALSE,TRUE,1083.947371,61,1
Wed,Evening,Spring,4431,56353,6,Item3,Overnight,FALSE,FALSE,FALSE,1212.685822,63,0
Sun,Morning,Spring,3034,83122,29,Item2,Expedited,FALSE,TRUE,TRUE,1985.012801,57,1
Wed,Afternoon,Spring,20676,38923,17,Item2,Expedited,FALSE,TRUE,FALSE,829.2201806,25,0
Sun,Afternoon,Fall,58065,30295,16,Item2,Standard,FALSE,TRUE,TRUE,1201.464349,87,0
Fri,Night,Summer,79701,89120,23,Item1,Expedited,TRUE,FALSE,FALSE,795.5450087,70,0
Thu,Night,Summer,53928,57221,31,Item1,Expedited,TRUE,TRUE,TRUE,419.7003112,54,0
Tue,Afternoon,Summer,80228,45040,3,Item4,Standard,TRUE,FALSE,TRUE,1108.092867,77,0
Fri,Morning,Spring,23106,58060,21,Item4,Expedited,TRUE,TRUE,FALSE,1189.254682,76,0
Tue,Afternoon,Summer,45065,66937,26,Item4,Expedited,TRUE,FALSE,TRUE,695.0560674,92,0
Thu,Afternoon,Winter,15050,47809,36,Item3,Standard,FALSE,TRUE,TRUE,376.0399481,25,1
Wed,Evening,Spring,11560,29114,42,Item1,Expedited,FALSE,TRUE,FALSE,591.0238536,32,0
Tue,Morning,Fall,38645,14707,37,Item2,Standard,FALSE,TRUE,TRUE,862.6659287,78,0
Mon,Evening,Fall,30564,26554,22,Item4,Overnight,TRUE,TRUE,TRUE,402.4149331,49,1
Mon,Morning,Summer,31833,35646,42,Item1,Overnight,TRUE,TRUE,FALSE,188.1542038,21,1
Sun,Morning,Spring,45701,99328,12,Item1,Expedited,TRUE,TRUE,TRUE,1859.105523,77,0
Fri,Morning,Winter,11968,62476,42,Item3,Overnight,TRUE,FALSE,FALSE,842.4494717,55,0
Thu,Evening,Winter,76486,12307,13,Item2,Expedited,FALSE,FALSE,TRUE,1470.179083,91,1
Sun,Evening,Spring,13124,33837,11,Item1,Standard,TRUE,TRUE,FALSE,1048.960805,64,0
Fri,Evening,Summer,90630,68415,16,Item1,Standard,TRUE,FALSE,TRUE,1243.94144,28,0
Fri,Night,Fall,83025,89046,8,Item4,Standard,FALSE,TRUE,TRUE,597.1593822,84,1
Sun,Evening,Fall,47836,2141,40,Item3,Overnight,TRUE,TRUE,FALSE,857.6945688,96,0
Sat,Night,Winter,68722,48880,40,Item3,Standard,TRUE,TRUE,TRUE,719.9330712,69,1
Fri,Night,Winter,22846,53099,45,Item2,Standard,TRUE,TRUE,TRUE,613.3106436,98,0
Sat,Night,Winter,62208,33314,2,Item3,Expedited,TRUE,FALSE,FALSE,1034.791989,51,0
Mon,Afternoon,Fall,5071,12987,30,Item2,Expedited,FALSE,TRUE,FALSE,79.9565938,62,1
Mon,Afternoon,Winter,1588,65466,30,Item2,Expedited,TRUE,TRUE,FALSE,1098.476184,97,1
Fri,Afternoon,Fall,60604,64849,12,Item4,Expedited,FALSE,TRUE,TRUE,482.9577761,73,1
Mon,Night,Fall,50047,80126,10,Item4,Standard,FALSE,FALSE,TRUE,617.6338542,66,0
Thu,Night,Summer,13224,32738,44,Item1,Expedited,TRUE,TRUE,FALSE,1015.718755,33,0
Sat,Morning,Summer,61883,60935,11,Item4,Overnight,TRUE,FALSE,TRUE,83.23214749,67,1
Sat,Night,Summer,74033,53128,15,Item1,Overnight,FALSE,FALSE,FALSE,611.6023719,74,1
Fri,Afternoon,Winter,31537,35249,16,Item1,Overnight,TRUE,TRUE,FALSE,327.4943652,48,1
Mon,Night,Fall,98811,18925,17,Item1,Expedited,TRUE,FALSE,FALSE,2273.977039,66,0
Tue,Night,Winter,3084,83633,26,Item1,Standard,TRUE,TRUE,TRUE,2167.033655,82,0
Sun,Morning,Fall,2379,40069,2,Item2,Expedited,TRUE,TRUE,TRUE,807.3910818,38,0
Sun,Night,Summer,57261,74015,12,Item1,Overnight,TRUE,TRUE,TRUE,652.9261012,28,0
Sat,Evening,Summer,27943,27243,26,Item1,Expedited,TRUE,TRUE,FALSE,205.2698836,56,1
Fri,Morning,Winter,95428,99736,23,Item1,Overnight,FALSE,FALSE,TRUE,2372.160272,71,0
Fri,Night,Fall,3307,24849,18,Item2,Standard,TRUE,FALSE,TRUE,658.1292225,76,0
Thu,Night,Winter,1464,13754,32,Item3,Standard,FALSE,FALSE,FALSE,196.1838803,47,0
Wed,Morning,Spring,43755,66611,49,Item3,Standard,FALSE,TRUE,TRUE,762.055129,55,0
Wed,Night,Winter,18465,81067,38,Item1,Standard,FALSE,TRUE,FALSE,1509.484107,83,0
Sat,Afternoon,Summer,99006,26636,47,Item3,Standard,TRUE,FALSE,FALSE,1921.235487,37,1
Sun,Evening,Fall,48182,35563,3,Item4,Expedited,FALSE,TRUE,FALSE,587.2916006,54,0
Thu,Evening,Fall,95968,89832,38,Item4,Standard,FALSE,FALSE,TRUE,330.7660264,87,1
Thu,Afternoon,Winter,60459,61032,3,Item4,Expedited,FALSE,TRUE,TRUE,103.5531122,97,1
Thu,Night,Summer,14112,24637,30,Item4,Overnight,TRUE,FALSE,FALSE,416.4537715,58,1
Sat,Night,Spring,39063,13357,1,Item2,Overnight,FALSE,TRUE,FALSE,1051.755822,27,0
Wed,Evening,Winter,6107,37408,30,Item1,Standard,FALSE,FALSE,FALSE,821.4035293,99,0
Sun,Night,Fall,33947,32750,45,Item2,Expedited,TRUE,TRUE,TRUE,137.5352866,34,0
Thu,Evening,Summer,66078,47338,32,Item2,Standard,TRUE,FALSE,TRUE,544.3259783,26,0
